ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Reported land area ,Forest land area,Land area under non-agricultural uses,Barren and unculturable land area,Permanent pasture and other grazing land area,Land under miscellaneous Tree Crops and Groves not included in Net Area Sown,Culturable waste land area,Fallow lands other than current fallow lands,Current Fallow land area,Net sown land area,Cropped land area,Land area sown more than once
4952,India,30,Goa,551,North Goa,2012,"Agriculture Year (Jul - Jun), 2012",167436,35042,20519,0,629,570,22912,0,7808,79956,100236,20280
4953,India,30,Goa,551,North Goa,2013,"Agriculture Year (Jul - Jun), 2013",167436,35042,20519,0,629,570,22912,0,11058,76706,94855,18149
4954,India,30,Goa,551,North Goa,2014,"Agriculture Year (Jul - Jun), 2014",167436,35042,20519,0,629,570,22912,0,10964,76800,94635,17835
4955,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",142208,31911,18120,0,386,221,16436,0,8725,66409,80468,14059
4956,India,30,Goa,551,North Goa,2016,"Agriculture Year (Jul - Jun), 2016",142208,31911,18120,0,386,221,16436,0,8640,66494,78585,12091
4957,India,30,Goa,551,North Goa,2017,"Agriculture Year (Jul - Jun), 2017",142208,31911,18120,0,386,221,16436,0,9867,65267,76893,11626
4958,India,30,Goa,551,North Goa,2018,"Agriculture Year (Jul - Jun), 2018",142208,31911,18120,0,386,221,16436,0,9553,65581,76821,11240
4959,India,30,Goa,551,North Goa,2019,"Agriculture Year (Jul - Jun), 2019",142208,31911,36427,0,386,221,3195,2339,3810,63919,73328,9409
4960,India,30,Goa,552,South Goa,2011,"Agriculture Year (Jul - Jun), 2011",193677,90431,16618,0,676,10,29621,0,4115,52206,62938,10732
4961,India,30,Goa,552,South Goa,2012,"Agriculture Year (Jul - Jun), 2012",193677,90431,16618,0,676,10,29621,0,4392,51929,62269,10340
4962,India,30,Goa,552,South Goa,2013,"Agriculture Year (Jul - Jun), 2013",193677,90431,16618,0,676,10,29621,0,3821,52500,62997,10497
4963,India,30,Goa,552,South Goa,2014,"Agriculture Year (Jul - Jun), 2014",193677,90431,16618,0,676,10,29621,0,3878,52443,63067,10624
4964,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",218905,93562,19017,0,919,359,36097,0,5251,63700,76864,13164
4965,India,30,Goa,552,South Goa,2016,"Agriculture Year (Jul - Jun), 2016",218905,93562,19017,0,919,359,36097,0,5307,63644,76135,12491
4966,India,30,Goa,552,South Goa,2017,"Agriculture Year (Jul - Jun), 2017",218905,93562,19017,0,919,359,36097,0,5087,63864,75064,11200
4967,India,30,Goa,552,South Goa,2018,"Agriculture Year (Jul - Jun), 2018",218905,93562,19017,0,919,359,36097,0,6840,62111,73027,10916
4968,India,30,Goa,552,South Goa,2019,"Agriculture Year (Jul - Jun), 2019",218905,93562,57248,0,919,359,1586,1581,897,62753,73212,10459
4974,India,31,Lakshadweep,553,Lakshadweep District,2016,"Agriculture Year (Jul - Jun), 2016",2659,0,524,0,0,0,0,0,0,2135,2288,153
4975,India,31,Lakshadweep,553,Lakshadweep District,2017,"Agriculture Year (Jul - Jun), 2017",2658,0,523,0,0,0,0,0,0,2135,2288,153
4976,India,31,Lakshadweep,553,Lakshadweep District,2018,"Agriculture Year (Jul - Jun), 2018",3125,0,450,0,0,0,0,0,0,2675,2699,24
4977,India,31,Lakshadweep,553,Lakshadweep District,2019,"Agriculture Year (Jul - Jun), 2019",2659,0,515,0,0,0,0,0,0,2144,2313,169
4978,India,31,Lakshadweep,553,Lakshadweep District,2020,"Agriculture Year (Jul - Jun), 2020",2659,0,515,0,0,0,0,0,0,2144,2290,146
4979,India,32,Kerala,554,Alappuzha,2011,"Agriculture Year (Jul - Jun), 2011",141011,0,34862,21,0,82,15333,2250,3304,85159,107389,22230
4980,India,32,Kerala,554,Alappuzha,2012,"Agriculture Year (Jul - Jun), 2012",141011,0,35056,23,1,64,15680,1928,2898,85361,104287,18926
4981,India,32,Kerala,554,Alappuzha,2013,"Agriculture Year (Jul - Jun), 2013",141011,0,35108,29,0,72,15064,2670,3363,84705,106619,21914
4982,India,32,Kerala,554,Alappuzha,2014,"Agriculture Year (Jul - Jun), 2014",141011,0,36060,9,0,78,16421,3190,3120,82133,103135,21002
4983,India,32,Kerala,554,Alappuzha,2015,"Agriculture Year (Jul - Jun), 2015",141011,0,37948,8,0,94,13694,2494,3183,83590,101359,17769
4984,India,32,Kerala,554,Alappuzha,2016,"Agriculture Year (Jul - Jun), 2016",141011,0,37119,8,0,78,13912,1900,3406,84588,102621,18033
4985,India,32,Kerala,554,Alappuzha,2017,"Agriculture Year (Jul - Jun), 2017",141011,0,37985,8,0,98,14922,2452,1820,83726,110118,26392
4986,India,32,Kerala,554,Alappuzha,2018,"Agriculture Year (Jul - Jun), 2018",141011,0,38105,4,0,95,14458,2197,2550,83602,111741,28139
4987,India,32,Kerala,554,Alappuzha,2019,"Agriculture Year (Jul - Jun), 2019",141011,0,38084,8,0,82,14052,1729,2571,84485,111718,27233
4988,India,32,Kerala,554,Alappuzha,2020,"Agriculture Year (Jul - Jun), 2020",141011,0,38125,7,0,83,11485,2289,2804,86218,109103,22885
4989,India,32,Kerala,555,Ernakulam,2011,"Agriculture Year (Jul - Jun), 2011",305826,70617,59919,450,0,98,12427,8640,10358,143317,172449,29132
4990,India,32,Kerala,555,Ernakulam,2012,"Agriculture Year (Jul - Jun), 2012",305826,70617,51560,469,2,137,10384,9429,11566,151662,163767,12105
4991,India,32,Kerala,555,Ernakulam,2013,"Agriculture Year (Jul - Jun), 2013",305826,70617,51718,578,0,121,11071,10350,9585,151786,165157,13371
4992,India,32,Kerala,555,Ernakulam,2014,"Agriculture Year (Jul - Jun), 2014",305826,70617,53990,325,0,208,12118,7313,9013,152242,166462,14220
4993,India,32,Kerala,555,Ernakulam,2015,"Agriculture Year (Jul - Jun), 2015",305826,70617,54439,314,0,244,12402,7907,10814,149089,165947,16858
4994,India,32,Kerala,555,Ernakulam,2016,"Agriculture Year (Jul - Jun), 2016",305826,70617,55896,404,0,160,13455,8031,8899,148364,166086,17722
4995,India,32,Kerala,555,Ernakulam,2017,"Agriculture Year (Jul - Jun), 2017",305826,70617,56822,349,0,113,15040,6591,7999,148295,164595,16300
4996,India,32,Kerala,555,Ernakulam,2018,"Agriculture Year (Jul - Jun), 2018",305826,70617,58098,295,0,119,15731,6828,7373,146765,162092,15327
4997,India,32,Kerala,555,Ernakulam,2019,"Agriculture Year (Jul - Jun), 2019",305826,70617,60143,369,0,141,15956,6753,7624,144223,164464,20241
4998,India,32,Kerala,555,Ernakulam,2020,"Agriculture Year (Jul - Jun), 2020",305826,70617,60284,315,0,142,15461,5931,7231,145845,166171,20326
4999,India,32,Kerala,556,Idukki,2011,"Agriculture Year (Jul - Jun), 2011",436328,198413,23827,1808,82,497,2298,919,1576,206908,276493,69585
5000,India,32,Kerala,556,Idukki,2012,"Agriculture Year (Jul - Jun), 2012",436328,198413,24446,1807,91,189,2455,1216,2047,205664,268142,62478
5001,India,32,Kerala,556,Idukki,2013,"Agriculture Year (Jul - Jun), 2013",436328,198413,24536,1833,0,248,2321,1220,1647,206110,263171,57061
5002,India,32,Kerala,556,Idukki,2014,"Agriculture Year (Jul - Jun), 2014",436328,198413,24948,1606,0,170,2359,1256,1578,205998,272042,66044
5003,India,32,Kerala,556,Idukki,2015,"Agriculture Year (Jul - Jun), 2015",436328,198413,25334,1515,0,156,2145,1201,1884,205680,272735,67055
5004,India,32,Kerala,556,Idukki,2016,"Agriculture Year (Jul - Jun), 2016",436328,198413,25937,1440,0,159,2197,1157,1481,205544,270356,64812
5005,India,32,Kerala,556,Idukki,2017,"Agriculture Year (Jul - Jun), 2017",436328,198413,25975,1404,0,162,2120,1121,1667,205466,271972,66506
5006,India,32,Kerala,556,Idukki,2018,"Agriculture Year (Jul - Jun), 2018",436328,198413,26244,1364,0,155,1921,1151,1788,205292,265876,60584
5007,India,32,Kerala,556,Idukki,2019,"Agriculture Year (Jul - Jun), 2019",436328,198413,26227,1338,0,105,1701,956,1931,205657,266385,60728
5008,India,32,Kerala,556,Idukki,2020,"Agriculture Year (Jul - Jun), 2020",436328,198413,26304,1338,0,102,1598,1049,1326,206198,262600,56402
5009,India,32,Kerala,557,Kannur,2011,"Agriculture Year (Jul - Jun), 2011",297112,48734,38485,1570,0,180,5157,2747,4064,196175,226532,30357
5010,India,32,Kerala,557,Kannur,2012,"Agriculture Year (Jul - Jun), 2012",297112,48734,40634,1601,1,257,6215,2884,3202,193584,222863,29279
5011,India,32,Kerala,557,Kannur,2013,"Agriculture Year (Jul - Jun), 2013",297112,48734,39470,1690,2,167,7897,3117,3112,192923,219456,26533
5012,India,32,Kerala,557,Kannur,2014,"Agriculture Year (Jul - Jun), 2014",297112,48734,41464,1896,0,188,7380,3177,3721,190552,221109,30557
5013,India,32,Kerala,557,Kannur,2015,"Agriculture Year (Jul - Jun), 2015",297112,48734,43739,1566,0,211,7105,3168,4376,188213,225218,37005
5014,India,32,Kerala,557,Kannur,2016,"Agriculture Year (Jul - Jun), 2016",297112,48734,44524,1246,0,287,6405,3915,4069,187932,221367,33435
5015,India,32,Kerala,557,Kannur,2017,"Agriculture Year (Jul - Jun), 2017",297112,48734,45837,1294,0,262,6467,3300,3718,187500,220107,32607
5016,India,32,Kerala,557,Kannur,2018,"Agriculture Year (Jul - Jun), 2018",297112,48734,47642,1155,0,202,5977,3529,3107,186766,219900,33134
5017,India,32,Kerala,557,Kannur,2019,"Agriculture Year (Jul - Jun), 2019",297112,48734,47064,1169,0,173,6424,3443,2504,187601,227281,39680
5018,India,32,Kerala,557,Kannur,2020,"Agriculture Year (Jul - Jun), 2020",297112,48734,47260,1042,0,244,5677,2849,2517,188789,222674,33885
5019,India,32,Kerala,558,Kasaragod,2011,"Agriculture Year (Jul - Jun), 2011",199166,5625,31732,6813,0,528,9405,2009,2266,140788,150811,10023
5020,India,32,Kerala,558,Kasaragod,2012,"Agriculture Year (Jul - Jun), 2012",199166,5625,32072,6217,0,373,8535,2188,2298,141858,148268,6410
5021,India,32,Kerala,558,Kasaragod,2013,"Agriculture Year (Jul - Jun), 2013",199166,5625,28606,3700,0,344,8560,2138,2129,148064,151871,3807
5022,India,32,Kerala,558,Kasaragod,2014,"Agriculture Year (Jul - Jun), 2014",199166,5625,29832,3592,0,309,8445,1543,2067,147753,152630,4877
5023,India,32,Kerala,558,Kasaragod,2015,"Agriculture Year (Jul - Jun), 2015",199166,5625,30074,3588,0,258,8806,2160,2597,146058,157191,11133
5024,India,32,Kerala,558,Kasaragod,2016,"Agriculture Year (Jul - Jun), 2016",199166,5625,30601,3556,0,205,9423,2449,2435,144872,155789,10917
5025,India,32,Kerala,558,Kasaragod,2017,"Agriculture Year (Jul - Jun), 2017",199166,5625,31176,3273,0,206,8958,2058,1875,145995,157905,11910
5026,India,32,Kerala,558,Kasaragod,2018,"Agriculture Year (Jul - Jun), 2018",199166,5625,32092,3158,0,197,8861,1770,1745,145718,157858,12140
5027,India,32,Kerala,558,Kasaragod,2019,"Agriculture Year (Jul - Jun), 2019",199166,5625,30926,3696,0,304,10361,2118,1695,144441,156281,11840
5028,India,32,Kerala,558,Kasaragod,2020,"Agriculture Year (Jul - Jun), 2020",199166,5625,30980,2917,0,260,8039,1140,1438,148767,156126,7359
5029,India,32,Kerala,559,Kollam,2011,"Agriculture Year (Jul - Jun), 2011",248788,81438,34439,222,2,64,1583,1804,4457,124779,157343,32564
5030,India,32,Kerala,559,Kollam,2012,"Agriculture Year (Jul - Jun), 2012",248788,81438,35036,212,0,96,2043,1980,4272,123711,155764,32053
5031,India,32,Kerala,559,Kollam,2013,"Agriculture Year (Jul - Jun), 2013",248788,81438,35740,189,0,62,1913,1708,3672,124066,159584,35518
5032,India,32,Kerala,559,Kollam,2014,"Agriculture Year (Jul - Jun), 2014",248788,81438,35461,140,0,56,2537,1715,4381,123060,151246,28186
5033,India,32,Kerala,559,Kollam,2015,"Agriculture Year (Jul - Jun), 2015",248788,81438,35944,178,0,46,2673,1691,3255,123563,146378,22815
5034,India,32,Kerala,559,Kollam,2016,"Agriculture Year (Jul - Jun), 2016",248788,81438,36327,92,0,43,2708,1909,3393,122878,147942,25064
5035,India,32,Kerala,559,Kollam,2017,"Agriculture Year (Jul - Jun), 2017",248788,81438,35609,83,0,43,2879,1760,2436,124540,141576,17036
5036,India,32,Kerala,559,Kollam,2018,"Agriculture Year (Jul - Jun), 2018",248788,81438,36873,83,0,51,3134,1533,2465,123211,140261,17050
5037,India,32,Kerala,559,Kollam,2019,"Agriculture Year (Jul - Jun), 2019",248788,81438,37001,77,0,48,2841,1308,2681,123394,140656,17262
5038,India,32,Kerala,559,Kollam,2020,"Agriculture Year (Jul - Jun), 2020",248788,81438,37128,99,0,54,2600,1574,2398,123497,140708,17211
5039,India,32,Kerala,560,Kottayam,2011,"Agriculture Year (Jul - Jun), 2011",220442,8141,32326,1411,0,133,8700,5186,6646,157899,209452,51553
5040,India,32,Kerala,560,Kottayam,2012,"Agriculture Year (Jul - Jun), 2012",220442,8141,33076,1317,0,143,5686,3305,5835,162939,202052,39113
5041,India,32,Kerala,560,Kottayam,2013,"Agriculture Year (Jul - Jun), 2013",220442,8141,34229,1231,0,145,6245,3108,6126,161217,199535,38318
5042,India,32,Kerala,560,Kottayam,2014,"Agriculture Year (Jul - Jun), 2014",220442,8141,34368,1184,0,155,6569,2610,5722,161693,202423,40730
5043,India,32,Kerala,560,Kottayam,2015,"Agriculture Year (Jul - Jun), 2015",220442,8141,35080,1166,0,131,7273,2518,4765,161368,201706,40338
5044,India,32,Kerala,560,Kottayam,2016,"Agriculture Year (Jul - Jun), 2016",220442,8141,35324,1083,0,127,7262,2865,5019,160621,204337,43716
5045,India,32,Kerala,560,Kottayam,2017,"Agriculture Year (Jul - Jun), 2017",220442,8141,35658,1018,0,116,6427,2337,4177,162568,207091,44523
5046,India,32,Kerala,560,Kottayam,2018,"Agriculture Year (Jul - Jun), 2018",220442,8141,36679,1017,0,124,5723,1802,4174,162782,210913,48131
5047,India,32,Kerala,560,Kottayam,2019,"Agriculture Year (Jul - Jun), 2019",220442,8141,37671,920,0,114,6503,2001,4291,160801,206773,45972
5048,India,32,Kerala,560,Kottayam,2020,"Agriculture Year (Jul - Jun), 2020",220442,8141,37773,730,0,103,5614,1973,3527,162581,209514,46933
5049,India,32,Kerala,561,Kozhikode,2011,"Agriculture Year (Jul - Jun), 2011",234641,41386,32783,936,0,123,2118,1305,2663,153327,206971,53644
5050,India,32,Kerala,561,Kozhikode,2012,"Agriculture Year (Jul - Jun), 2012",234641,41386,33245,763,8,119,2580,1341,2015,153184,203275,50091
5051,India,32,Kerala,561,Kozhikode,2013,"Agriculture Year (Jul - Jun), 2013",234641,41386,34152,784,0,103,2585,1581,2151,151899,200116,48217
5052,India,32,Kerala,561,Kozhikode,2014,"Agriculture Year (Jul - Jun), 2014",234641,41386,35393,766,0,108,2520,1502,1897,151069,201994,50925
5053,India,32,Kerala,561,Kozhikode,2015,"Agriculture Year (Jul - Jun), 2015",234641,41386,36117,582,0,108,2832,1676,2000,149940,202058,52118
5054,India,32,Kerala,561,Kozhikode,2016,"Agriculture Year (Jul - Jun), 2016",234641,41386,39075,603,0,90,2862,955,1938,147732,198389,50657
5055,India,32,Kerala,561,Kozhikode,2017,"Agriculture Year (Jul - Jun), 2017",234641,41386,38983,577,0,100,2281,960,1878,148476,191345,42869
5056,India,32,Kerala,561,Kozhikode,2018,"Agriculture Year (Jul - Jun), 2018",234641,41386,40914,552,0,124,2320,1627,2500,145218,193894,48676
5057,India,32,Kerala,561,Kozhikode,2019,"Agriculture Year (Jul - Jun), 2019",234641,41386,41479,513,0,90,2668,1554,1988,144963,193902,48939
5058,India,32,Kerala,561,Kozhikode,2020,"Agriculture Year (Jul - Jun), 2020",234641,41386,42474,554,0,169,2656,1663,1877,143862,193040,49178
5059,India,32,Kerala,562,Malappuram,2011,"Agriculture Year (Jul - Jun), 2011",355446,103417,52941,1215,1,389,5595,6647,7363,177878,240877,62999
5060,India,32,Kerala,562,Malappuram,2012,"Agriculture Year (Jul - Jun), 2012",355446,103417,51480,938,1,275,5951,5268,8138,179978,230288,50310
5061,India,32,Kerala,562,Malappuram,2013,"Agriculture Year (Jul - Jun), 2013",355446,103417,53654,1098,3,222,6130,4823,7710,178389,237098,58709
5062,India,32,Kerala,562,Malappuram,2014,"Agriculture Year (Jul - Jun), 2014",355446,103417,56535,944,2,182,6157,4835,6691,176683,240730,64047
5063,India,32,Kerala,562,Malappuram,2015,"Agriculture Year (Jul - Jun), 2015",355446,103417,57615,968,0,178,6110,5332,7589,174237,243184,68947
5064,India,32,Kerala,562,Malappuram,2016,"Agriculture Year (Jul - Jun), 2016",355446,103417,58100,844,0,203,6048,5572,8084,173178,237860,64682
5065,India,32,Kerala,562,Malappuram,2017,"Agriculture Year (Jul - Jun), 2017",355446,103417,59301,856,0,171,5749,5884,6304,173764,241093,67329
5066,India,32,Kerala,562,Malappuram,2018,"Agriculture Year (Jul - Jun), 2018",355446,103417,59648,699,0,151,5413,4898,6290,174930,236596,61666
5067,India,32,Kerala,562,Malappuram,2019,"Agriculture Year (Jul - Jun), 2019",355446,103417,60072,680,0,130,4996,4675,5901,175575,238779,63204
5068,India,32,Kerala,562,Malappuram,2020,"Agriculture Year (Jul - Jun), 2020",355446,103417,60232,714,0,176,4575,4497,5982,175853,232745,56892
5116,India,32,Kerala,567,Wayanad,2018,"Agriculture Year (Jul - Jun), 2018",212966,78787,16083,41,0,44,905,1065,3067,112974,167069,54095
5069,India,32,Kerala,563,Palakkad,2011,"Agriculture Year (Jul - Jun), 2011",447584,136257,58783,2458,0,790,22861,14452,13940,198043,302348,104305
5070,India,32,Kerala,563,Palakkad,2012,"Agriculture Year (Jul - Jun), 2012",447584,136257,59090,2175,0,716,25215,14152,15380,194599,291194,96595
5071,India,32,Kerala,563,Palakkad,2013,"Agriculture Year (Jul - Jun), 2013",447584,136257,60950,1795,0,698,23794,14152,12746,197192,301711,104519
5072,India,32,Kerala,563,Palakkad,2014,"Agriculture Year (Jul - Jun), 2014",447584,136257,61729,1912,1,884,23764,15486,10819,196732,300623,103891
5073,India,32,Kerala,563,Palakkad,2015,"Agriculture Year (Jul - Jun), 2015",447584,136257,64734,2459,0,892,23641,16087,12237,191277,291841,100564
5074,India,32,Kerala,563,Palakkad,2016,"Agriculture Year (Jul - Jun), 2016",447584,136257,66375,2003,0,724,23284,16155,13889,188897,278455,89558
5075,India,32,Kerala,563,Palakkad,2017,"Agriculture Year (Jul - Jun), 2017",447584,136257,62663,1538,0,609,18487,12824,8365,206841,272326,65485
5076,India,32,Kerala,563,Palakkad,2018,"Agriculture Year (Jul - Jun), 2018",447584,136257,64201,1498,0,532,19200,10918,8838,206140,272197,66057
5077,India,32,Kerala,563,Palakkad,2019,"Agriculture Year (Jul - Jun), 2019",447584,136257,62762,1286,0,597,20911,13255,10733,201783,276354,74571
5078,India,32,Kerala,563,Palakkad,2020,"Agriculture Year (Jul - Jun), 2020",447584,136257,64364,1334,0,626,21408,10950,12520,200125,274084,73959
5079,India,32,Kerala,564,Pathanamthitta,2011,"Agriculture Year (Jul - Jun), 2011",265277,155214,19469,165,0,126,2323,2595,4314,81071,102385,21314
5080,India,32,Kerala,564,Pathanamthitta,2012,"Agriculture Year (Jul - Jun), 2012",265277,155214,19107,180,0,125,1784,2631,4577,81659,99719,18060
5081,India,32,Kerala,564,Pathanamthitta,2013,"Agriculture Year (Jul - Jun), 2013",265277,155214,19469,162,0,93,1873,2974,4128,81364,101326,19962
5082,India,32,Kerala,564,Pathanamthitta,2014,"Agriculture Year (Jul - Jun), 2014",265277,155214,19628,162,0,90,1901,2987,3575,81720,103344,21624
5083,India,32,Kerala,564,Pathanamthitta,2015,"Agriculture Year (Jul - Jun), 2015",265277,155214,20647,181,0,100,1694,3165,4053,80223,103043,22820
5084,India,32,Kerala,564,Pathanamthitta,2016,"Agriculture Year (Jul - Jun), 2016",265277,155214,20666,169,0,97,2154,2693,3783,80501,103972,23471
5085,India,32,Kerala,564,Pathanamthitta,2017,"Agriculture Year (Jul - Jun), 2017",265277,155214,21795,156,0,97,2415,2032,3644,79924,105427,25503
5086,India,32,Kerala,564,Pathanamthitta,2018,"Agriculture Year (Jul - Jun), 2018",265277,155214,21445,139,0,94,2446,2447,3076,80416,104621,24205
5087,India,32,Kerala,564,Pathanamthitta,2019,"Agriculture Year (Jul - Jun), 2019",265277,155214,21525,163,0,88,2567,2381,2431,80908,107762,26854
5088,India,32,Kerala,564,Pathanamthitta,2020,"Agriculture Year (Jul - Jun), 2020",265277,155214,21915,159,0,83,1873,1932,2450,81651,106979,25328
5089,India,32,Kerala,565,Thiruvananthapuram,2011,"Agriculture Year (Jul - Jun), 2011",218781,49861,34336,140,0,36,186,331,3133,130758,155065,24307
5090,India,32,Kerala,565,Thiruvananthapuram,2012,"Agriculture Year (Jul - Jun), 2012",218781,49861,34269,134,2,24,257,517,3357,130360,154322,23962
5091,India,32,Kerala,565,Thiruvananthapuram,2013,"Agriculture Year (Jul - Jun), 2013",218781,49861,34894,236,0,20,374,660,2986,129750,159217,29467
5092,India,32,Kerala,565,Thiruvananthapuram,2014,"Agriculture Year (Jul - Jun), 2014",218781,49861,36383,206,0,16,412,744,2869,128290,162748,34458
5093,India,32,Kerala,565,Thiruvananthapuram,2015,"Agriculture Year (Jul - Jun), 2015",218781,49861,37657,243,0,18,438,1072,2912,126580,161665,35085
